,날짜,요일,날씨,유료합계,무료합계,총계,평균기온(℃),강수량(mm)
965,2020-08-24,월,구름 많음,265,306,571,27.7,
966,2020-08-25,화,구름 많음,184,320,504,26.6,2.5
967,2020-08-26,수,구름 많음,189,256,445,24.3,42.6
968,2020-08-27,목,흐림,135,188,323,25.3,
969,2020-08-28,금,소나기,147,292,439,27.8,
970,2020-08-29,토,소나기,325,431,756,29.9,
971,2020-08-30,일,흐림,876,615,1491,30.2,0.6
972,2020-08-31,월,흐림,337,420,757,27.1,8.7
973,2020-09-01,화,흐림,472,438,910,27.3,13.6
974,2020-09-02,수,비,64,201,265,26.8,13.6
975,2020-09-03,목,,4550,417,4967,26.8,42.5
976,2020-09-04,금,,1280,704,1984,26.4,0.0
977,2020-09-05,토,,3344,1136,4480,26.6,0.0
978,2020-09-06,일,,2325,1091,3416,24.3,33.3
979,2020-09-07,월,,16,60,76,22.7,29.8
980,2020-09-08,화,,1432,769,2201,23.3,
981,2020-09-09,수,,480,523,1003,23.3,
982,2020-09-10,목,,1450,793,2243,21.7,6.4
983,2020-09-11,금,,916,641,1557,19.2,61.0
984,2020-09-12,토,,2009,938,2947,23.4,0.0
985,2020-09-13,일,,9874,2985,12859,21.1,1.3
986,2020-09-14,월,,1361,724,2085,22.8,3.9
987,2020-09-15,화,,1250,816,2066,22.4,1.2
988,2020-09-16,수,,372,448,820,20.2,5.7
989,2020-09-17,목,,1099,891,1990,21.5,
990,2020-09-18,금,,2031,1055,3086,21.3,0.0
991,2020-09-19,토,,9477,2701,12178,23.0,
992,2020-09-20,일,,10817,2323,13140,22.5,0.3
993,2020-09-21,월,,1535,712,2247,21.3,
994,2020-09-22,화,,1239,975,2214,21.5,
995,2020-09-23,수,,1301,751,2052,21.2,0.3
996,2020-09-24,목,,1427,871,2298,19.7,
997,2020-09-25,금,,1552,783,2335,19.1,
998,2020-09-26,토,,9522,3925,13447,20.2,
999,2020-09-27,일,,13202,3658,16860,19.2,
1000,2020-09-28,월,,1855,739,2594,20.6,
1001,2020-09-29,화,,1880,728,2608,20.1,
1002,2020-09-30,수,,7109,1877,8986,19.3,
1003,2020-10-01,목,,9957,2408,12365,20.4,
1004,2020-10-02,금,,11778,2545,14323,20.7,
1005,2020-10-03,토,,14097,3898,17995,19.6,
1006,2020-10-04,일,,9577,3355,12932,19.6,38.3
1007,2020-10-05,월,,1730,904,2634,,
1008,2020-10-06,화,,1309,1098,2407,18.8,
1009,2020-10-07,수,,1379,1221,2600,19.2,0.0
1010,2020-10-08,목,,1853,1204,3057,19.9,0.0
1011,2020-10-09,금,,15599,4578,20177,16.6,0.0
1012,2020-10-10,토,,13627,2778,16405,13.3,
1013,2020-10-11,일,,12006,4258,16264,14.2,
1014,2020-10-12,월,,1772,985,2757,16.0,
1015,2020-10-13,화,,1567,1290,2857,17.2,
1016,2020-10-14,수,,1575,1358,2933,17.2,
1017,2020-10-15,목,,2790,1303,4093,16.9,
1018,2020-10-16,금,,1698,1074,2772,16.9,
1019,2020-10-17,토,,12787,3654,16441,16.2,
1020,2020-10-18,일,,15155,4306,19461,13.6,
1021,2020-10-19,월,,1915,1226,3141,12.8,
1022,2020-10-20,화,,1907,1652,3559,11.7,
1023,2020-10-21,수,,1692,1401,3093,11.8,
1024,2020-10-22,목,,1450,1254,2704,13.1,
1025,2020-10-23,금,,2440,1569,4009,13.6,
1026,2020-10-24,토,,12676,3824,16500,15.1,
1027,2020-10-25,일,,15408,3634,19042,15.2,
1028,2020-10-26,월,,2220,1815,4035,14.1,
1029,2020-10-27,화,,1880,1962,3842,13.5,0.0
1030,2020-10-28,수,,9824,1831,11655,8.6,
1031,2020-10-29,목,,2171,2096,4267,8.7,
1032,2020-10-30,금,,2751,2105,4856,11.8,
1033,2020-10-31,토,,15755,4430,20185,12.9,
1034,2020-11-01,일,,1798,965,2763,14.0,
1035,2020-11-02,월,,2062,1770,3832,13.8,
1036,2020-11-03,화,,1139,1381,2520,10.8,
1037,2020-11-04,수,,1111,1035,2146,11.9,
1038,2020-11-05,목,,1477,1614,3091,13.6,
1039,2020-11-06,금,,1579,1233,2812,13.7,13.6
1040,2020-11-07,토,,9915,2906,12821,10.8,1.7
1041,2020-11-08,일,,11359,3335,14694,5.1,0.5
1042,2020-11-09,월,,1016,903,1919,4.9,
1043,2020-11-10,화,,932,1316,2248,9.6,
1044,2020-11-11,수,,1521,1226,2747,13.5,
1045,2020-11-12,목,,1290,1383,2673,14.6,0.1
1046,2020-11-13,금,,2409,966,3375,8.5,
1047,2020-11-14,토,,7478,2324,9802,5.5,
1048,2020-11-15,일,,7671,1776,9447,7.7,
1049,2020-11-16,월,,1039,772,1811,9.3,
1050,2020-11-17,화,,781,904,1685,10.4,
1051,2020-11-18,수,,278,531,809,12.2,
1052,2020-11-19,목,,98,158,256,12.5,
1053,2020-11-20,금,,467,509,976,11.1,
1054,2020-11-21,토,,2938,1163,4101,12.4,
1055,2020-11-22,일,,1861,696,2557,15.9,0.1
1056,2020-11-23,월,,352,410,762,16.6,12.2
1057,2020-11-24,화,,263,556,819,13.6,86.9
1058,2020-11-25,수,,418,493,911,2.8,0.0
1059,2020-11-26,목,,9477,554,10031,6.5,0.2
1060,2020-11-27,금,,338,446,784,5.6,4.8
1061,2020-11-28,토,,931,720,1651,1.7,
1062,2020-11-29,일,,9310,602,9912,2.9,
1063,2020-11-30,월,,203,373,576,4.6,
1064,2020-12-01,화,,204,523,727,5.6,
1065,2020-12-02,수,,197,431,628,4.1,0.0
1066,2020-12-03,목,,221,393,614,-0.1,
1067,2020-12-04,금,,223,455,678,-0.6,
1068,2020-12-05,토,,963,738,1701,-0.2,
1069,2020-12-06,일,,1413,972,2385,,
1070,2020-12-07,월,,560,368,928,1.1,
1071,2020-12-08,화,,126,465,591,2.4,
1072,2020-12-09,수,,203,412,615,0.7,
1073,2020-12-10,목,,209,474,683,-0.6,
1074,2020-12-11,금,,7459,351,7810,2.1,
1075,2020-12-12,토,,905,736,1641,4.5,
1076,2020-12-13,일,,278,366,644,3.4,
1077,2020-12-14,월,,45,172,217,-0.5,
1078,2020-12-15,화,,14,87,101,1.5,
1079,2020-12-16,수,,30,84,114,5.8,0.0
1080,2020-12-17,목,,50,83,133,5.3,
1081,2020-12-18,금,,69,161,230,2.3,
1082,2020-12-19,토,,212,168,380,-1.1,2.9
1083,2020-12-20,일,,451,245,696,-7.7,
1084,2020-12-21,월,,115,116,231,-8.3,
1085,2020-12-22,화,,143,139,282,-8.3,
1086,2020-12-23,수,,153,135,288,-4.9,0.0
1087,2020-12-24,목,,210,137,347,-2.1,0.2
1088,2020-12-25,금,,818,240,1058,-5.1,
1089,2020-12-26,토,,1031,325,1356,-3.7,
1090,2020-12-27,일,,1348,528,1876,-1.0,
1091,2020-12-28,월,,533,269,802,2.0,
1092,2020-12-29,화,,162,82,244,4.5,0.0
1093,2020-12-30,수,,41,31,72,2.6,
1094,2020-12-31,목,,49,90,139,-0.8,
1095,2021-01-01,금,,492,141,633,-4.2,
1096,2021-01-02,토,,652,276,928,-5.0,
1097,2021-01-03,일,,459,166,625,-5.6,
1098,2021-01-04,월,,86,113,199,-3.5,0.0
1099,2021-01-05,화,,63,99,162,-5.5,0.0
1100,2021-01-06,수,,179,86,265,-7.4,2.3
1101,2021-01-07,목,,12,62,74,-14.5,
1102,2021-01-08,금,,15,48,63,-14.9,
1103,2021-01-09,토,,60,105,165,-12.2,
1104,2021-01-10,일,,211,316,527,-7.7,
1105,2021-01-11,월,,31,72,103,-6.7,
1106,2021-01-12,화,,33,143,176,-3.9,2.6
1107,2021-01-13,수,,703,148,851,2.0,0.0
1108,2021-01-14,목,,239,207,446,1.7,
1109,2021-01-15,금,,155,128,283,4.5,0.2
1110,2021-01-16,토,,867,280,1147,-4.9,
1111,2021-01-17,일,,568,203,771,-5.5,0.0
1112,2021-01-18,월,,31,56,87,-3.8,0.3
1113,2021-01-19,화,,83,75,158,-6.3,
1114,2021-01-20,수,,219,179,398,-0.1,
1115,2021-01-21,목,,87,113,200,4.5,9.2
1116,2021-01-22,금,,230,113,343,5.5,0.1
1117,2021-01-23,토,,3877,679,4556,7.6,
1118,2021-01-24,일,,6752,1475,8227,7.3,
1119,2021-01-25,월,,864,268,1132,7.9,
1120,2021-01-26,화,,108,110,218,5.3,1.7
1121,2021-01-27,수,,476,269,745,1.7,
1122,2021-01-28,목,,30,89,119,-2.6,2.0
1123,2021-01-29,금,,43,64,107,-8.8,
1124,2021-01-30,토,,1148,355,1503,-1.6,0.5
1125,2021-01-31,일,,3406,601,4007,3.2,
1126,2021-02-01,월,,331,184,515,5.0,0.7
1127,2021-02-02,화,,93,99,192,-5.6,0.0
1128,2021-02-03,수,,89,119,208,-3.2,3.4
1129,2021-02-04,목,,86,158,244,-3.6,0.1
1130,2021-02-05,금,,195,166,361,1.4,
1131,2021-02-06,토,,2861,651,3512,6.8,
1132,2021-02-07,일,,2109,368,2477,3.6,
1133,2021-02-08,월,,141,105,246,-3.1,
1134,2021-02-09,화,,235,136,371,-0.9,
1135,2021-02-10,수,,516,166,682,3.4,
1136,2021-02-11,목,,3376,574,3950,5.5,
1137,2021-02-12,금,,4248,1282,5530,6.5,
1138,2021-02-13,토,,6492,1096,7588,7.6,
1139,2021-02-14,일,,3597,798,4395,9.5,0.0
1140,2021-02-15,월,,354,102,456,1.2,1.4
1141,2021-02-16,화,,36,65,101,-5.1,1.5
1142,2021-02-17,수,,37,79,116,-8.3,0.0
1143,2021-02-18,목,,71,94,165,-5.8,
1144,2021-02-19,금,,1370,273,1643,1.6,
1145,2021-02-20,토,,5344,859,6203,8.8,
1146,2021-02-21,일,,10241,1656,11897,10.8,
1147,2021-02-22,월,,1199,386,1585,7.8,
1148,2021-02-23,화,,509,225,734,0.0,
1149,2021-02-24,수,,844,368,1212,2.9,
1150,2021-02-25,목,,856,311,1167,4.2,
1151,2021-02-26,금,,2319,594,2913,8.2,
1152,2021-02-27,토,,10067,1557,11624,9.5,
1153,2021-02-28,일,,12770,2608,15378,7.8,
1154,2021-03-01,월,,49,64,113,,
1155,2021-03-02,화,,439,202,641,,
1156,2021-03-03,수,,470,366,836,,
1157,2021-03-04,목,,361,255,616,4.7,67.5
1158,2021-03-05,금,,962,411,1373,2.3,0.1
1159,2021-03-06,토,,8594,1688,10282,4.4,
1160,2021-03-07,일,,9411,2014,11425,7.2,
1161,2021-03-08,월,,799,350,1149,9.0,
1162,2021-03-09,화,,570,464,1034,6.6,
1163,2021-03-10,수,,861,399,1260,6.2,
1164,2021-03-11,목,,2092,303,2395,7.0,
1165,2021-03-12,금,,188,159,347,6.6,
1166,2021-03-13,토,,8293,1776,10069,8.8,
1167,2021-03-14,일,,7291,1537,8828,10.2,
1168,2021-03-15,월,,596,320,916,10.5,0.0
1169,2021-03-16,화,,387,319,706,9.2,
1170,2021-03-17,수,,679,399,1078,9.1,
1171,2021-03-18,목,,753,489,1242,10.6,1.7
1172,2021-03-19,금,,1201,486,1687,8.4,1.3
1173,2021-03-20,토,,530,271,801,8.8,
1174,2021-03-21,일,,9496,874,10370,11.7,
1175,2021-03-22,월,,709,379,1088,15.3,
1176,2021-03-23,화,,632,454,1086,9.9,5.1
1177,2021-03-24,수,,669,432,1101,5.8,0.3
1178,2021-03-25,목,,954,674,1628,6.2,
1179,2021-03-26,금,,994,459,1453,9.1,
1180,2021-03-27,토,,903,388,1291,10.8,
1181,2021-03-28,일,,1651,356,2007,11.9,
1182,2021-03-29,월,,493,309,802,12.6,
1183,2021-03-30,화,,964,652,1616,12.1,25.5
1184,2021-03-31,수,,2150,1362,3512,9.0,9.2
1185,2021-04-01,목,,2975,1458,4433,10.2,0.2
1186,2021-04-02,금,,3646,1640,5286,10.8,
1187,2021-04-03,토,,250,241,491,14.5,
1188,2021-04-04,일,,12837,2332,15169,17.7,
1189,2021-04-05,월,,2903,1465,4368,17.8,0.0
1190,2021-04-06,화,,2157,1567,3724,14.9,56.2
1191,2021-04-07,수,,2809,1323,4132,11.9,0.6
1192,2021-04-08,목,,1992,1222,3214,11.9,
1193,2021-04-09,금,,4438,1250,5688,13.9,
1194,2021-04-10,토,,17724,3645,21369,14.1,
1195,2021-04-11,일,,17056,3535,20591,13.0,
1196,2021-04-12,월,,101,218,319,13.6,
1197,2021-04-13,화,,918,540,1458,12.6,
1198,2021-04-14,수,,1138,865,2003,15.0,
1199,2021-04-15,목,,1393,908,2301,13.8,22.0
1200,2021-04-16,금,,360,225,585,10.4,8.0
1201,2021-04-17,토,,4364,1180,5544,8.4,
1202,2021-04-18,일,,19805,3471,23276,11.6,
1203,2021-04-19,월,,1790,975,2765,11.3,0.7
1204,2021-04-20,화,,1345,1015,2360,9.6,0.0
1205,2021-04-21,수,,1414,927,2341,9.9,
1206,2021-04-22,목,,1082,735,1817,12.2,
1207,2021-04-23,금,,1509,705,2214,14.8,
1208,2021-04-24,토,,11694,3337,15031,19.1,
1209,2021-04-25,일,,14710,3007,17717,20.9,
1210,2021-04-26,월,,1664,819,2483,19.0,0.0
1211,2021-04-27,화,,1056,715,1771,18.3,0.0
1212,2021-04-28,수,,803,656,1459,18.2,
1213,2021-04-29,목,,1008,586,1594,16.2,
1214,2021-04-30,금,,833,426,1259,15.4,1.7
1215,2021-05-01,토,,4117,1056,5173,14.5,4.7
1216,2021-05-02,일,,14014,3636,17650,14.6,3.9
1217,2021-05-03,월,,3988,1314,5302,11.3,26.3
1218,2021-05-04,화,,314,222,536,,
1219,2021-05-05,수,,20420,25786,46206,10.2,8.0
1220,2021-05-06,목,,3740,1296,5036,12.4,1.7
1221,2021-05-07,금,,937,350,1287,14.1,
1222,2021-05-08,토,,2903,630,3533,13.8,19.6
1223,2021-05-09,일,,10114,2626,12740,13.9,0.1
1224,2021-05-10,월,,168,154,322,15.7,
1225,2021-05-11,화,,3432,1199,4631,14.4,8.8
1226,2021-05-12,수,,1348,879,2227,14.3,
1227,2021-05-13,목,,1563,1260,2823,15.7,
1228,2021-05-14,금,,1692,1448,3140,13.2,0.0
1229,2021-05-15,토,,1849,823,2672,18.5,
1230,2021-05-16,일,,188,238,426,22.0,
1231,2021-05-17,월,,262,280,542,22.9,
1232,2021-05-18,화,,2158,1726,3884,24.1,
1233,2021-05-19,수,,18535,6136,24671,22.1,15.0
1234,2021-05-20,목,,538,766,1304,18.4,66.9
1235,2021-05-21,금,,743,968,1711,15.3,3.1
1236,2021-05-22,토,,14321,5328,19649,17.9,
1237,2021-05-23,일,,13675,3486,17161,19.9,
1238,2021-05-24,월,,2114,1875,3989,18.7,0.9
1239,2021-05-25,화,,1104,1069,2173,16.0,6.9
1240,2021-05-26,수,,2242,2448,4690,18.6,0.2
1241,2021-05-27,목,,537,467,1004,19.5,
1242,2021-05-28,금,,763,535,1298,19.4,
1243,2021-05-29,토,,9667,2824,12491,15.3,8.3
1244,2021-05-30,일,,26569,3574,30143,18.0,0.0
1245,2021-05-31,월,,1726,1286,3012,15.8,8.9
1246,2021-06-01,화,,1790,1375,3165,15.3,12.3
1247,2021-06-02,수,,1911,1473,3384,15.4,0.3
1248,2021-06-03,목,,241,460,701,18.4,18.1
1249,2021-06-04,금,,2746,1529,4275,19.9,4.0
1250,2021-06-05,토,,11764,2699,14463,20.2,3.2
1251,2021-06-06,일,,10811,2809,13620,23.2,
1252,2021-06-07,월,,1417,1317,2734,19.1,18.1
1253,2021-06-08,화,,2993,992,3985,18.5,
1254,2021-06-09,수,,993,909,1902,20.8,
1255,2021-06-10,목,,959,918,1877,23.0,
1256,2021-06-11,금,,945,680,1625,21.1,0.0
1257,2021-06-12,토,,7060,1553,8613,23.6,0.1
1258,2021-06-13,일,,5950,1499,7449,25.8,
1259,2021-06-14,월,,929,786,1715,24.9,6.1
1260,2021-06-15,화,,402,440,842,21.5,4.6
1261,2021-06-16,수,,1149,1004,2153,24.2,
1262,2021-06-17,목,,955,805,1760,24.8,
1263,2021-06-18,금,,370,242,612,24.8,
1264,2021-06-19,토,,7497,2252,9749,22.5,1.9
1265,2021-06-20,일,,6853,1484,8337,24.3,
1266,2021-06-21,월,,976,633,1609,21.9,0.0
1267,2021-06-22,화,,668,738,1406,20.0,6.3
1268,2021-06-23,수,,443,505,948,22.3,
1269,2021-06-24,목,,722,581,1303,22.9,
1270,2021-06-25,금,,1161,660,1821,23.6,
1271,2021-06-26,토,,5014,1137,6151,22.8,0.0
1272,2021-06-27,일,,22191,1294,23485,22.4,7.5
1273,2021-06-28,월,,373,337,710,23.0,
1274,2021-06-29,화,,503,586,1089,24.1,
1275,2021-06-30,수,,346,317,663,22.8,4.5
1276,2021-07-01,목,,613,281,894,24.5,38.2
1277,2021-07-02,금,,623,427,1050,23.7,0.1
1278,2021-07-03,토,,1714,656,2370,23.9,8.0
1279,2021-07-04,일,,814,280,1094,24.3,6.0
1280,2021-07-05,월,,944,515,1459,,
1281,2021-07-06,화,,694,541,1235,26.3,
1282,2021-07-07,수,,371,348,719,27.1,
1283,2021-07-08,목,,328,269,597,22.6,60.0
1284,2021-07-09,금,,412,346,758,21.4,21.4
1285,2021-07-10,토,,1715,501,2216,23.3,
1286,2021-07-11,일,,1323,408,1731,25.3,
1287,2021-07-12,월,,317,279,596,26.4,12.7
1288,2021-07-13,화,,264,252,516,26.0,2.9
1289,2021-07-14,수,,239,234,473,25.5,0.0
1290,2021-07-15,목,,191,200,391,25.9,0.5
1291,2021-07-16,금,,155,189,344,25.7,0.4
1292,2021-07-17,토,,897,418,1315,28.1,
1293,2021-07-18,일,,1035,389,1424,28.8,
1294,2021-07-19,월,,174,171,345,29.7,
1295,2021-07-20,화,,1795,192,1987,29.1,0.0
1296,2021-07-21,수,,128,149,277,28.8,
1297,2021-07-22,목,,141,123,264,29.1,0.0
1298,2021-07-23,금,,136,102,238,29.6,
